review_id,review,rating,time,aspect_index,topic,problem,sentiment,aspect,modified_flag,company,data_source,top_issue,sub_issue_index
fe5f7de3-c539-45c4-b543-95dd843eb7ba,after signing up and viewing how it works  i was so excited finally  i have the help i need what a stress relief only to find that this service is not in my area area of service should be available before signing up and getting your hopes up only to have a bomb dropped on you after you learn the truth,1,1/6/2020 23:25,fe5f7de3-c539-45c4-b543-95dd843eb7ba_1_59075fe2,driver_related,this service is not in my area,negative,service area availability,False,HopSkipDrive,Android,service availability,4.0
3ac836be-6f3c-47f0-9cd8-726bddd7350e,when the system is working  things are mediocre when anything goes awry  its a nightmare the app updates very slowly or infrequently  so you can not gauge where the driver is in realish time the drivers dont wear the identifying clothing as advertised  nor do they use the passwords that are meant to provide security drivers often forget to start their app  so you have no idea if anyone is on their way  running early  late nothing for the last 4 days  drivers appear to be in nigeria,2,8/17/2023 20:54,3ac836be-6f3c-47f0-9cd8-726bddd7350e_1_63ac0511,other,the app updates very slowly or infrequently,negative,app performance issues,False,HopSkipDrive,Android,app performance issues,
3ac836be-6f3c-47f0-9cd8-726bddd7350e,when the system is working  things are mediocre when anything goes awry  its a nightmare the app updates very slowly or infrequently  so you can not gauge where the driver is in realish time the drivers dont wear the identifying clothing as advertised  nor do they use the passwords that are meant to provide security drivers often forget to start their app  so you have no idea if anyone is on their way  running early  late nothing for the last 4 days  drivers appear to be in nigeria,2,8/17/2023 20:54,3ac836be-6f3c-47f0-9cd8-726bddd7350e_2_66c20d29,driver_related,drivers dont wear the identifying clothing as advertised,negative,driver identification problems,False,HopSkipDrive,Android,driver identification problems,
02d35af1-048b-4678-9579-1b7c486c1828,went through the entire driver registration process gave all my personal info just to get an email saying that you dont service my area  i will flag bbb  just in case you are stealingselling peoples identity some things should go without saying  and be upfront without asking,1,7/23/2019 15:24,02d35af1-048b-4678-9579-1b7c486c1828_1_90a75511,driver_related,got an email saying that you don't service my area after giving personal info,negative,driver registration process,False,HopSkipDrive,Android,driver identification problems,1.0
3e1f7b16-9965-4bb4-986f-c06d09ce185c,i absolutely love them we always get the same drivers every week they become a part of our village,5,9/7/2023 15:23,3e1f7b16-9965-4bb4-986f-c06d09ce185c_1_14d89e15,other,,Positive,,False,HopSkipDrive,Android,,
0b50d191-0580-46cb-b76a-e30b1ae934b9,my kids school uses this provider for transportation it is the worst and most unreliable service drivers show up 40 minutes late if they show up at all and cancel on you when youve been standing there waiting the whole time sometimes theres no driver information displayed so you have no idea who is supposed to pick your kids up they charge the school per passenger i had 2 passengers and the app doesnt have option for canceling for only 1 rider if they arent riding but still charge for2,1,10/5/2023 20:45,0b50d191-0580-46cb-b76a-e30b1ae934b9_1_1d3f8fb4,driver_related,drivers show up 40 minutes late,negative,driver reliability issues,False,HopSkipDrive,Android,driver identification problems,2.0
0b50d191-0580-46cb-b76a-e30b1ae934b9,my kids school uses this provider for transportation it is the worst and most unreliable service drivers show up 40 minutes late if they show up at all and cancel on you when youve been standing there waiting the whole time sometimes theres no driver information displayed so you have no idea who is supposed to pick your kids up they charge the school per passenger i had 2 passengers and the app doesnt have option for canceling for only 1 rider if they arent riding but still charge for2,1,10/5/2023 20:45,0b50d191-0580-46cb-b76a-e30b1ae934b9_2_7ce1b37c,other,app doesn't have option for canceling for only 1 rider,negative,cancellation policy for riders,False,HopSkipDrive,Android,cancellation policy for riders,
c6cda208-ed58-48a5-80c2-235652ccd024,it has little to no customer service after 800,1,10/30/2024 15:47,c6cda208-ed58-48a5-80c2-235652ccd024_1_54bfafb4,customer_service,little to no customer service after 800,negative,customer service availability,False,HopSkipDrive,Android,customer service availability,
ff62d39b-26f5-4022-81ec-f6f10420e734,this app is cloned please remove all devices from this app,1,2/9/2025 17:50,ff62d39b-26f5-4022-81ec-f6f10420e734_1_d65c6f78,other,cloned app issue,negative,cloning issue with app,False,HopSkipDrive,Android,cloning issue with app,
496e10ec-4d34-432f-a561-3ceac78f4ce2,im grateful to have hopskipdrive and theyre very reliable and communication is excellent ,5,10/23/2024 20:21,496e10ec-4d34-432f-a561-3ceac78f4ce2_1_d0d98eea,other,,Positive,,False,HopSkipDrive,Android,,
8643c1d1-0f56-4929-887e-8a4c0170fbc2,over priced i downloaded the app and set up the account but when i put in a scheduled ride it was 36 to drive my child 1 mile to school i felt that was way over priced for 1 day i deleted the app,1,11/11/2021 5:27,8643c1d1-0f56-4929-887e-8a4c0170fbc2_1_e87a6f6b,pricing,over priced for 1 day ride,negative,pricing for short distance rides,False,HopSkipDrive,Android,pricing for short distance rides,
0cf59315-9558-4e7b-8a50-f3339d8b2908,love having this service as an option,5,11/21/2021 17:09,0cf59315-9558-4e7b-8a50-f3339d8b2908_1_5674f82d,other,,Positive,,False,HopSkipDrive,Android,,
d5feb975-e7d2-45e9-a43d-ec71d5a3ac17,this app is super easy to use  the service has been phenomenal,5,6/23/2021 10:24,d5feb975-e7d2-45e9-a43d-ec71d5a3ac17_1_0519fa2f,other,,Positive,,False,HopSkipDrive,Android,,
50ef3adb-097a-4689-b9dc-6c97dd5417cd,the app works fine  i love the idea of my children getting home safe and know who the driver is however the prices are horrible for the same route and amount of miles the prices range from 16 34 total price gouging i dont understand why every ride is priced so differently,3,9/27/2018 21:58,50ef3adb-097a-4689-b9dc-6c97dd5417cd_1_27d4f90b,pricing,the prices are horrible for the same route and amount of miles,neutral,pricing inconsistency for rides,False,HopSkipDrive,Android,pricing for short distance rides,1.0
5b3152c7-9f4b-4204-b1f5-60fdc5ddee47,horrible updates and notifications drivers drop rides half the time or done respond to parent or card support worst district choice,1,9/26/2024 15:01,5b3152c7-9f4b-4204-b1f5-60fdc5ddee47_1_84bf82ec,driver_related,drivers drop rides half the time,negative,driver reliability issues,False,HopSkipDrive,Android,driver identification problems,2.0
